SYS,ASY,COMP,"Description ",CompCode9Digit,Obsolete,"Comments "
27,31,37,"Gear - Speed Sensor",027-031-037,,
27,31,38,"Retainer - Stator",027-031-038,,
27,31,39,"Retainer - Speed Sensor",027-031-039,,
27,31,40,"Screen - Inlet Filter",027-031-040,,
27,31,41,Solenoid,027-031-041,,
27,31,42,"Spacer - Rear Bearing, Automatic Transmission",027-031-042,,
27,31,43,"Spring - Automatic Transmission",027-031-043,,
27,31,44,"Terminal - Electrical Connector",027-031-044,,
27,31,45,"Relay Valve - Case Housing Extension, Automatic Transmission",027-031-045,,
27,31,46,"Signal Valve",027-031-046,,
27,31,47,"Wiring Harness - Modulator Valve Cover",027-031-047,,
27,31,48,"Gasket - Retarder",027-031-048,,
27,31,49,"Bracket - Temperature Sensor",027-031-049,,
27,31,50,"Connector, Electrical - Modulating Valve",027-031-050,,
27,31,51,"Cover - Modulating Valve",027-031-051,,
27,31,52,"Valve, Exhaust - Case Housing Extension",027-031-052,,
27,31,53,"Spring - Stop Valve",027-031-053,,
27,31,54,"Seal - Output Shaft",027-031-054,,"Requested by Motor JP "
27,31,55,"Gear - Driven, Speedometer",027-031-055,,"Requested by Motor JP "
27,32,0,"Parking Lock Or Brake & Actuator Assembly",027-032-000,,
27,32,1,"Rod Assembly - Parking Lock Actuator",027-032-001,,
27,32,2,"Hardware, Mounting - Parking Lock Actuator Rod Assembly",027-032-002,,
27,32,3,"Spring - Parking Pawl Disengaging",027-032-003,,
27,32,4,"Pawl - Parking Lock",027-032-004,,
27,32,5,"Bracket - Parking Lock Pawl Reaction",027-032-005,,
27,32,6,"Shaft - Parking Pawl",027-032-006,,
27,32,7,"Retainer - Parking Pawl Shaft",027-032-007,,
27,32,8,"Seal - O-Ring Pawl Shaft To Case",027-032-008,,
27,32,9,"Cable - Parking Lock Actuator",027-032-009,,
27,32,10,"Solenoid - Parking Lock Actuator",027-032-010,,
27,32,11,"Guide - Apply Assembly",027-032-011,,
27,33,0,"Range Selector Or Manual Linkage",027-033-000,,
27,33,1,"Lever - Range Selector Or Manual Detent",027-033-001,,
27,33,2,"Spring & Roller - Manual Detent",027-033-002,,
27,33,3,"Support - Detent Spring",027-033-003,,
27,33,4,"Link - Valve To Lever, Range Selector",027-033-004,,
27,33,5,"Lever & Shaft - Range Selector Or Manual, Outer",027-033-005,,
27,33,6,"Seal - Range Selector Or Manual Shaft",027-033-006,,
27,33,7,"Hardware, Mounting - Range Selector Or Manual Detent  Lever & Shaft",027-033-007,,
27,33,8,"Lever - Throttle Valve Control",027-033-008,,
27,33,9,"Lever - Roller Detent",027-033-009,,
27,33,10,"Switch - Neutral, Starter",027-033-010,,
27,33,11,"Switch - Transmission Disengage",027-033-011,,
27,33,12,"Lever - Range Selector, Vehicle Operator",027-033-012,,
27,33,13,"Modulator & Cable Assembly",027-033-013,,
27,33,14,"Spring - Shift Lever",027-033-014,,
27,33,15,"Block - Pillow, Shift Shaft",027-033-015,,
27,33,16,"Pin - Shift Linkage",027-033-016,,
27,33,17,"Bushing - Directional Control Column",027-033-017,,
27,33,18,"Cable - Throttle Valve, Automatic Transmission",027-033-018,,
27,33,19,"O-Ring Kit - Modulator",027-033-019,,
27,33,21,"Bracket - ECU, Shift Control, Automatic Transmission",027-033-021,,"updated by JP"
27,33,22,"Cover - Shift Lever",027-033-022,,
27,33,23,"ECU - Shift Control, Automatic Transmission",027-033-023,,"updated by JP"
27,33,24,"Shaft - Selector",027-033-024,,
27,33,25,"Shield - Stationary",027-033-025,,
27,33,26,"Bezel - Shift Selector",027-033-026,,
27,33,27,"Bracket - Shift Selector",027-033-027,,
27,33,28,"Circuit Board - Shift Selector",027-033-028,,
27,33,29,"Clip - Retaining",027-033-029,,
27,33,30,"Clip - Shift Knob",027-033-030,,
27,33,31,"Keypad - Lever Type Shift Selector",027-033-031,,
27,33,32,"Cover - Shift Housing, Automatic Transmission",027-033-032,,
27,33,33,"Diffuser - Pushbutton Shift Selector",027-033-033,,
27,33,34,"Dome - Pushbutton Shift Selector",027-033-034,,
27,33,35,"Gasket - Shift Selector",027-033-035,,
27,33,36,"Graphic - Shift Selector",027-033-036,,
27,33,37,"Housing - Shift Lever",027-033-037,,
27,33,38,"Keypad - Pushbutton Shift Selector",027-033-038,,
27,33,39,"Knob - Shift Lever",027-033-039,,
27,33,40,"Connector - Electrical Shift Lever",027-033-040,,
27,33,41,"Magnet - Shift Lever",027-033-041,,
27,33,42,"Module -  Shift Selector",027-033-042,,
27,33,43,"O-Ring - Electrical Connector, Automatic Transmission",027-033-043,,
27,33,44,"Pin - Terminal, Electrical Connector",027-033-044,,
27,33,45,"Plunger - Pushbutton Shift Selector",027-033-045,,
27,33,46,"Repair Kit - Keypad, Pushbutton Shift Selector",027-033-046,,
27,33,47,"Lamp - Shift Selector",027-033-047,,
27,33,48,"Rings, Clips, Retainers - Shift Selector",027-033-048,,
27,33,49,"Seal - Lock Assist",027-033-049,,
27,33,50,"Seal - Shift Housing",027-033-050,,
27,33,51,"Shift Selector - Lever Type",027-033-051,,
27,33,52,"Shield - Pushbutton Shift Selector",027-033-052,,
27,33,53,"Shift Selector - Pushbutton Type",027-033-053,,
27,33,54,"Slide - Detent",027-033-054,,
27,33,55,"Spring - Detent, Shift Linkage, Automatic Transmission",027-033-055,,
27,33,56,"Stop - Shift Lever",027-033-056,,
27,33,57,"Seal / Gasket - Bezel",027-033-057,,
27,33,58,"Bushing - ECU Mount",027-033-058,,
27,33,59,"Cover - ECU",027-033-059,,
27,33,60,"Cover - ECU Connector",027-033-060,,
27,33,61,"Gasket / Seal Connector - ECU",027-033-061,,
27,33,62,"Isolation Kit - ECU",027-033-062,,
27,33,63,"Mounting - ECU Isolation",027-033-063,,
27,33,64,"Mounting Kit - ECU",027-033-064,,
27,33,65,"Noise Suppressor",027-033-065,,
27,33,66,"O-Ring - Noise Suppressor, Automatic Transmission",027-033-066,,
27,33,67,"O-Ring / Seal - Noise Suppressor",027-033-067,,
27,33,68,"Relay - ECU",027-033-068,,
27,33,69,"Module - Vehicle Interface",027-033-069,,
27,33,70,"Sensor - Speed, Automatic Transmission",027-033-070,,
27,33,71,"Wiring Harness - Speed Sensor",027-033-071,,
27,33,72,"Cable - Selector Shaft",027-033-072,,
27,33,73,"Grommet - Shift Control, Transmission",027-033-073,,
27,33,74,"Support - Knob, Shift Lever",027-033-074,,
27,33,75,"Lens - Shift Control",027-033-075,,
27,33,76,"Boot - Gear Select Cable",027-033-076,,
27,33,77,"Switch - Overspeed, Transmission",027-033-077,,
27,33,78,"Display - PRNDL, Steering Column",027-033-078,,
27,33,79,"Housing - Pushbutton Shift Selector",027-033-079,,
27,33,80,"Boot - Shift Lever",027-033-080,,"Requested by Parts River JP"
27,33,81,"Cable - PRNDL Selector",027-033-081,,"Requested by Parts River JP"
27,33,82,"Spring - PRNDL Selector",027-033-082,,"Requested by Parts River JP"
27,33,83,"Shifter - Steering Column Mounted",027-033-083,,"Requested by Freightliner JP"
27,33,84,"Gate - Shifter, Steering Column",027-033-084,,"Requested by Freightliner JP"
27,33,85,"Pointer - Display, PRNDL Selector",027-033-085,,"Requested by Freightliner JP"
27,33,86,"Bracket - Shift Cable, Automatic Transmission",027-033-086,,"Requested by Freightliner JP"
27,33,87,"Link - Connector, Column Mounted Shifter",027-033-087,,"Requested by Freightliner JP"
27,33,88,"Boot - Shift Selector",027-033-088,,"Requested by Parts River JP"
27,33,89,"Plate - Deck Closure, Shift Housing",027-033-089,,"Requested by Freightliner JP"
27,33,90,"End - Linkage, Connecting",027-033-090,,"Requested by Parts River JP "
27,33,91,"Bushing - Shift Lever",027-033-091,,"Requested by Parts River JP "
27,33,92,"Plate - Clamp, Column Mounted Shifter",027-033-092,,"Requested by Freightliner JP "
27,33,93,"Motor - Shift, Automatic Transmission",027-033-093,,"Requested by Freightliner JP "
27,33,94,"Bearing - Control Linkage",027-033-094,,"Requested by Parts River JP "
27,33,95,"Software - Shift Control ECU, Automatic Transmission",027-033-095,,"Requested by Freightliner JP "
27,33,96,"Connection Kit - Shift Linkage",027-033-096,,"Requested by Freightliner JP "
27,33,97,"Sensor - Manual Lever Position",027-033-097,,"Requested by PHH JP "
27,33,98,"Relay - Brake Shift Interlock, Automatic Transmission",027-033-098,,"Requested by Motor JP "
27,33,99,"Solenoid - Brake Shift Interlock, Automatic Transmission",027-033-099,,"Requested by Motor JP "
27,33,100,"Cable - Brake Shift Interlock",027-033-100,,"Requested by Motor JP "
27,33,101,"Label - Brake Shift Interlock",027-033-101,,"Requested by Motor JP "
27,33,102,"Button - Shift Knob, Brake Shift Interlock",027-033-102,,"Requested by Motor JP "
27,33,103,"Clamp - Shifter Boot, Automatic Transmission",027-033-103,,"Requested by Motor JP "
27,33,104,"Cap - Shifter Plate",027-033-104,,"Requested by Motor JP "
27,33,105,"Plate - Shifter",027-033-105,,"Requested by Motor JP"
27,33,106,"Cable - Shift",027-033-106,,"Requested by TransAm JP "
27,33,107,"Wiring - Shift Selector",027-033-107,,"Requested by SEFL JP "
27,33,108,"Box - Accessory, Automatic Transmission",027-033-108,,"Requested by Motor JP "
27,33,109,"Resistor - Dropping, Automatic Transmission",027-033-109,,"Requested by Motor JP "
27,33,110,"Switch - Inhibitor, Automatic Transmission",027-033-110,,"Requested by Motor JP "
27,33,111,"Motor - Variable Force",027-033-111,,"Requested by Motor JP "
27,33,112,"Rod - Shift Control",027-033-112,,"Requested by Motor JP "
27,33,113,"Sensor - Overlay",027-033-113,,"Requested by Motor JP "
27,33,114,"Overdrive Unit",027-033-114,,"Requested by Motor JP "
27,33,115,"Sensor - Input",027-033-115,,"Requested by Motor JP "
27,34,0,"Governor Assembly - Automatic Transmission",027-034-000,,"updated by JP"
27,34,1,"Governor & Speedometer Drive Assembly",027-034-001,,
27,34,2,"Governor Valve",027-034-002,,
27,34,3,"Spring - Governor Weight",027-034-003,,
27,34,4,"Cover - Governor, Automatic Transmission",027-034-004,,"updated by JP"
27,34,5,"Gasket - Governor Cover",027-034-005,,
27,34,6,"Hardware, Mounting - Governor Cover",027-034-006,,
27,34,7,"Gear - Driven, Governor",027-034-007,,
27,34,8,"Support - Governor Body",027-034-008,,
27,34,9,"Gasket - Governor Body",027-034-009,,
27,34,10,"Ring - Hub Seal, Transmission Governor",027-034-010,,
27,34,11,"Governor Kit",027-034-011,,
27,34,12,"Gasket Kit - Governor, Automatic Transmission",027-034-012,,"updated by JP"
27,34,13,"Filter Element - Governor",027-034-013,,
27,35,0,"Output Drive Transfer Gearing",027-035-000,,
27,35,1,"Gear - Output Transfer",027-035-001,,
27,35,2,"Bearing - Idler Gear, Output Transfer",027-035-002,,
27,35,3,"Bolt Kit - Output Flange",027-035-003,,
27,35,4,"Seal - Output Flange",027-035-004,,
27,36,0,"Oil Pan & Screen Assembly",027-036-000,,
27,36,1,"Oil Pan - Automatic Transmission",027-036-001,,"updated by JP"
27,36,2,"Gasket - Oil Pan, Automatic Transmission ",027-036-002,,
27,36,3,"Hardware, Mounting - Transmission Oil Pan",027-036-003,,
27,36,4,"Filter Assembly - Oil Screen, Automatic Transmission ",027-036-004,,
27,36,5,"Ring (Or Gasket) - Oil Filter Sealing",027-036-005,,
27,36,6,"Shaft - Input Or Turbine",027-036-006,,
27,36,7,"Ring - Seal, Input Shaft",027-036-007,,
27,36,8,"Filter Element - Transmission Oil",027-036-008,,
27,36,9,"Gasket Set - Oil Pan, Transmission",027-036-009,,
27,36,10,"Replacement Kit - Gaskets & Filter Element, Pan & Screen Assembly",027-036-010,,
27,36,11,"Base - Transmission Filter",027-036-011,,
27,36,12,"Magnet - Oil Pan",027-036-012,,
27,36,13,"Indicator - Filter, Transmission",027-036-013,,
27,36,14,"Drain Plug - Oil Pan",027-036-014,,
27,36,15,"Seal - Drain Plug",027-036-015,,
27,36,16,"Seal - Oil Fill Tube",027-036-016,,
27,36,17,"Plug - Oil Fill Tube",027-036-017,,
27,36,18,"Drain Plug Assembly (w/Washer) - Oil Pan",027-036-018,,
27,36,19,"Housing - Filter",027-036-019,,
27,36,20,"Plate Kit - Oil Pump",027-036-020,,
27,36,21,"Bracket - Tag, Transmission Oil Sample",027-036-021,,"Requested by Freightliner JP"
27,36,22,"Bracket - Oil Filter, Automatic Transmission",027-036-022,,"Requested by Freightliner JP "
27,36,23,"Filter - Screw-On, Transmission Oil",027-036-023,,"Requested by SEFL JP "
27,37,0,"Transmission Assembly - Automatic",027-037-000,,
27,37,1,"Transmission Assembly - Complete, Automatic",027-037-001,,
27,38,0,"Electronic Controls, Transmission, Automatic",027-038-000,,"Requested by Steve Sikes, Peterbilt"
27,38,1,"Electronic Control Unit - Transmission, Automatic",027-038-001,,"Requested by Steve Sikes, Peterbilt"
27,38,2,"Wiring Harness - ECU, Automatic Transmission",027-038-002,,"Requested by Brenda Smith, Allison"
27,38,3,"Clamp - Connector",027-038-003,,"Requested by Brenda Smith, Allison"
27,38,4,"Connector - Diagnostic Data Reader",027-038-004,,"Requested by Brenda Smith, Allison"
27,38,5,"Connector - Electronic Control Unit (ECU)",027-038-005,,"Requested by Brenda Smith, Allison"
27,38,6,"Connector - Sensor",027-038-006,,"Requested by Brenda Smith, Allison"
27,38,7,"Cover - Diagnostic Data Reader Connector",027-038-007,,"Requested by Brenda Smith, Allison"
27,38,8,"Follower - Connector",027-038-008,,"Requested by Brenda Smith, Allison"
27,38,9,"Pin - Terminal, Connector",027-038-009,,"Requested by Brenda Smith, Allison"
27,38,10,"Housing - Connector",027-038-010,,"Requested by Brenda Smith, Allison"
27,38,11,"Lock - Connector",027-038-011,,"Requested by Brenda Smith, Allison"
27,38,12,"Locking Bar - Connector",027-038-012,,"Requested by Brenda Smith, Allison"
27,38,13,"O-Ring / Seal - Connector",027-038-013,,"Requested by Brenda Smith, Allison"
27,38,14,"Plug - Connector, Electronic Controls, Automatic Transmission",027-038-014,,"Requested by Brenda Smith, Allison"
27,38,15,"Sleeve - Terminal, Connector",027-038-015,,"Requested by Brenda Smith, Allison"
27,38,16,"Socket - Diagnostic Data Reader Connector",027-038-016,,"Requested by Brenda Smith, Allison"
27,38,17,"Socket - Terminal, Connector",027-038-017,,"Requested by Brenda Smith, Allison"
27,38,18,"Strain Relief - Connector",027-038-018,,"Requested by Brenda Smith, Allison"
27,38,19,"Bracket - Wiring Harness, Electronic Controls, Automatic Transmission",027-038-019,,"Requested by Brenda Smith, Allison"
27,38,20,"Body - Connector",027-038-020,,"Requested by Brenda Smith, Allison"
27,38,22,"Receptacle - Connector",027-038-022,,"Requested by Brenda Smith, Allison"
27,38,23,"Overhaul Kit - Module",027-038-023,,"Requested by Brenda Smith, Allison"
27,38,24,"Bracket - ECU, Automatic Transmission",027-038-024,,
27,38,25,"Gasket - Shift Control, Push Button",027-038-025,,
27,38,26,"Overlay - Shift Control, Push Button",027-038-026,,
27,38,27,"Relay Assembly - Transmission to Vehicle",027-038-027,,"Requested by Freightliner JP"
27,38,28,"Voltage Doubler - Transmission, Automatic",027-038-028,,"Requested by Gordon Trk JP "
27,38,29,"Switch - OD Cancel, Automatic Transmission",027-038-029,,"Requested by Motor JP "
27,38,30,"Resistor - Automatic Transmission ",027-038-030,,"Requested by Motor JP "
27,39,0,"Cooler - Manifold",027-039-000,,
27,39,1,"Cooler, Manifold - Assembly",027-039-001,,
27,39,2,"O-Rings  - Cooler Manifold",027-039-002,,
27,39,3,"Gasket - Manifold Plate",027-039-003,,
27,39,4,"Plate - Cooler Manifold",027-039-004,,
27,39,6,"Plug - Cooler Manifold",027-039-006,,
27,39,7,"Magnet - Cooler Manifold",027-039-007,,
27,39,8,"Tube  - Cooler Manifold",027-039-008,,
27,39,9,"Plug Assembly  - Cooler Manifold",027-039-009,,
27,39,12,"Cover - Cooler Housing",027-039-012,,
27,39,13,"Cover - Cooler Port",027-039-013,,
27,39,14,"Fittings - Cooler",027-039-014,,
27,39,15,"Gasket - Cooler",027-039-015,,
27,39,16,"Gasket - Cooler Housing",027-039-016,,
27,39,17,"Gasket - Cooler Housing Cover",027-039-017,,
27,39,18,"Gasket - Tube Connector",027-039-018,,
27,39,19,"Housing - Cooler",027-039-019,,
27,39,20,"Hose - Oil Cooler",027-039-020,,
27,40,0,"Continuously Variable Transmission (CVT)",027-040-000,,"Requested by Motor JP "
27,40,1,"Clutch - Drive",027-040-001,,"Requested by Motor JP "
27,40,2,"Clutch - Driven ",027-040-002,,"Requested by Motor JP "
27,40,3,"Belt - Drive",027-040-003,,"Requested by Motor JP "
27,40,4,"Chain - Drive",027-040-004,,"Requested by Motor JP "
27,40,5,"Face Assembly - Moveable, Clutch ",027-040-005,,"Requested by Motor JP "
27,40,6,"Face Assembly - Fixed, Clutch",027-040-006,,"Requested by Motor JP "
27,40,7,"Cam - Driven Clutch",027-040-007,,"Requested by Motor JP "
27,40,8,"Drive Hub Assembly - Drive Clutch",027-040-008,,"Requested by Motor JP "
27,40,9,"Weight Kit - Drive Clutch",027-040-009,,"Requested by Motor JP "
27,40,10,"Spring - Clutch",027-040-010,,"Requested by Motor JP "
27,41,0,"Dual Clutch Assembly",027-041-000,,"Requested by Element JP "
27,41,1,"Clutch Assembly - Dual ",027-041-001,,"Requested by Element JP "
27,42,0,"Transmission - Electric Vehicle ",027-042-000,,"Requested by Freightliner JP "
27,42,1,"Transmission Assembly - Electric Vehicle ",027-042-001,,"Requested by Freightliner JP "
27,42,2,"Shift Selector - Button, Transmission, Electric Vehicle ",027-042-002,,"Requested by Freightliner JP "
28,0,0,"Auxiliary Transmission",028-000-000,,
28,1,0,"Case - Auxiliary Transmission",028-001-000,,
28,1,1,"Case Assembly - Auxiliary Transmission",028-001-001,,
28,1,3,"Gasket - Power Take-Off Cover, Auxiliary Transmission",028-001-003,,"updated by JP"
28,1,4,"Drain Plug - Auxiliary Transmission",028-001-004,,"updated by JP"
28,1,5,"Stud - Cover Or Adapter",028-001-005,,
28,1,6,"Hardware, Mounting - Auxiliary Transmission Case Cover",028-001-006,,
28,1,7,"Magnet - Auxiliary Transmission",028-001-007,,"updated by JP"
28,1,8,"Plate - Rear Housing",028-001-008,,
28,1,9,"Gasket - Rear Housing Plate",028-001-009,,
28,1,10,"Hardware, Mounting - Rear Housing Plate",028-001-010,,
28,1,11,"Yoke - Auxiliary Shift",028-001-011,,
28,1,12,"Bar -  Auxiliary Shift Yoke",028-001-012,,
28,1,13,"Plug - Yoke Bar Hole",028-001-013,,
28,1,14,"Lockscrew - Auxiliary Shift Yoke",028-001-014,,
28,1,15,"Eye - Shift Rod End",028-001-015,,
28,1,16,"Spacer - Auxiliary Shift Yoke",028-001-016,,
28,1,17,"Insulator - Mounting, Auxiliary Transmission",028-001-017,,"Requested by Motor JP "
28,2,0,"Cover - Auxiliary Transmission",028-002-000,,"updated by JP"
28,2,1,"Cover Assembly - Auxiliary Transmission",028-002-001,,"updated by JP"
28,2,2,"Breather - Auxiliary Transmission",028-002-002,,"updated by JP"
28,2,3,"Gasket - Cover, Auxiliary Transmission",028-002-003,,"updated by JP"
28,2,4,"Rail - First & Second Speed",028-002-004,,
28,2,5,"Rail - Direct & Overdrive",028-002-005,,
28,2,6,"Seal - Shift Rail",028-002-006,,
28,2,7,"Ball - Poppet",028-002-007,,
28,2,8,"Spring - Poppet Ball",028-002-008,,
28,2,9,"Retainer - Poppet Ball",028-002-009,,
28,2,11,"Fork - First & Second Speed",028-002-011,,
28,2,12,"Fork - Direct & Overdrive",028-002-012,,
28,3,0,"Main Drive ",028-003-000,,"updated by JP"
28,3,1,"Main Drive Assembly",028-003-001,,
28,3,2,"Gear - Main Drive, Auxiliary Transmission",028-003-002,,"updated by JP"
28,3,3,"Bearings - Main Drive Gear, Auxiliary Transmission",028-003-003,,"Requested by Freightliner JP "
28,3,4,"Cup - Bearing, Main Drive Gear, Auxiliary Transmission",028-003-004,,"Requested by Freightliner JP "
28,3,5,"Cone - Bearing, Main Drive Gear, Auxiliary Transmission",028-003-005,,"Requested by Freightliner JP "
28,3,6,"Seal - Main Drive Gear",028-003-006,,
28,3,7,"Spacer - Main Drive Gear, Auxiliary Transmission",028-003-007,,"updated by JP"
28,3,8,"Cap - Main Drive Gear",028-003-008,,
28,3,9,"Gasket - Main Drive Gear Cap",028-003-009,,
28,3,10,"Snap Ring - Main Drive Gear, Auxiliary Transmission",028-003-010,,"updated by JP"
28,3,11,"Nut - Main Drive Gear, Auxiliary Transmission",028-003-011,,"updated by JP"
28,3,12,"Shaft - Input, Auxiliary Transmission",028-003-012,,"updated by JP"
